Date,Venue,Festival,City_Country,Lat,Long,Tour,Set,Last_track_Set,Encores,Last_track_Encore,Encores_Count,Set_Length,Other_Acts,Has_Guitar_Solo,Has_Bass_Solo,Has_Drum_Solo,Has_Doodle,Has_Medley,Kill_'Em_All_Count,Ride_The_Lightning_Count,Master_Of_Puppets_Count,And_Justice_For_All_Count,Metallica_Count,Load_Count,Re_Load_Count,Garage_Inc_Count,St_Anger_Count,Death_Magnetic_Count,Hardwired_To_Self_Destruct_Count,hit the lights,the four horsemen,motorbreath,jump in the fire,(anesthesia) - pulling teeth,whiplash,phantom lord,no remorse,seek and destroy,metal militia,fight fire with fire,ride the lightning,for whom the bell tolls,fade to black,trapped under ice,escape,creeping death,the call of ktulu,battery,master of puppets,the thing that should not be,welcome home (sanitarium),disposable heroes,leper messiah,orion,"damage, inc.",blackened,...and justice for all,eye of the beholder,one,the shortest straw,harvester of sorrow,the frayed ends of sanity,to live is to die,dyers eve,enter sandman,sad but true,holier than thou,the unforgiven,wherever i may roam,don't tread on me,through the never,nothing else matters,of wolf and man,the god that failed,my friend of misery,the struggle within,ain't my bitch,2x4,the house jack built,until it sleeps,king nothing,hero of the day,bleeding me,cure,poor twisted me,wasting my hate,mama said,thorn within,ronnie,the outlaw torn,fuel,the memory remains,devil's dance,the unforgiven ii,better than you,slither,carpe diem baby,bad seed,where the wild things are,prince charming,low man's lyric,attitude,fixxxer,free speech for the dumb,it's electric,sabbra cadabra,turn the page,"die, die my darling",loverman,mercyful fate medley,astronomy,whiskey in the jar,tuesday's gone,the more i see,helpless,the small hours,the wait,crash course in brain surgery,last caress / green hell,am i evil?,blitzkrieg,breadfan,the prince,stone cold crazy,so what,killing time,overkill,damage case,stone dead forever,too late too late,frantic,st.anger,some kind of monster,dirty window,invisible kid,my world,shoot me again,sweet amber,the unnamed feeling,purify,all within my hands,that was just your life,the end of the line,"broken, beat & scarred",the day that never comes,all nightmare long,cyanide,the unforgiven iii,the judas kiss,suicide & redemption,my apocalypse,hardwired,"atlas, rise!",now that we're dead,moth into flame,dream no more,halo on fire,confusion,manunkind,here comes revenge,am i savage?,murder one,spit out the bone,URL
"March 21, 2006",Absa Stadium,,"Durban, South Africa",-29.85868039999999,31.0218404,,"['creeping death', 'fuel', 'harvester of sorrow', 'welcome home (sanitarium)', 'for whom the bell tolls', 'st. anger', 'king nothing', 'i disappear', 'wherever i may roam', 'fade to black', 'battery']",battery,"['sad but true', 'nothing else matters', 'master of puppets', 'one', 'enter sandman', 'seek and destroy']",seek and destroy,2.0,17.0,,False,False,False,False,False,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10585.html
"March 18, 2006",Supersport Park,,"Centurion, South Africa",-25.864029,28.0888578,,"['creeping death', 'fuel', 'harvester of sorrow', 'welcome home (sanitarium)', 'for whom the bell tolls', 'st. anger', 'king nothing', 'i disappear', 'wherever i may roam', 'fade to black', 'battery']",battery,"['sad but true', 'nothing else matters', 'master of puppets', 'one', 'enter sandman', 'seek and destroy']",seek and destroy,2.0,17.0,,False,False,False,False,False,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10584.html
"March 13, 2006",Waldorf Astoria Hotel,Black Sabbath'S Rock And Roll Hall Of Fame Induction,"New York, New York, United States",40.7127753,-74.0059728,,"['hole in the sky', 'iron man']",iron man,[],,0.0,2.0,,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10583.html
"January 25, 2006",Harry O'S,Sundance Film Festival,"Park City, Utah, United States",40.6460622,-111.4979729,,"['creeping death', 'for whom the bell tolls', 'wherever i may roam', 'fuel', 'welcome home (sanitarium)', 'sad but true', 'fade to black', 'master of puppets', 'one', 'enter sandman']",enter sandman,"['last caress', 'battery', 'seek and destroy']",seek and destroy,1.0,13.0,,False,False,False,False,False,0,3,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10582.html
"November 15, 2005",Sbc Park,,"San Francisco, California, United States",37.7749295,-122.4194155,,"['orion', 'creeping death', 'wherever i may roam', 'for whom the bell tolls', 'the unforgiven', 'fuel', 'sad but true', 'nothing else matters', 'master of puppets', 'one', 'enter sandman']",enter sandman,[],,0.0,11.0,"['The Rolling Stones', 'Everclear']",False,False,False,False,False,0,2,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10581.html
"November 13, 2005",Sbc Park,,"San Francisco, California, United States",37.7749295,-122.4194155,,"['orion', 'master of puppets', 'no leaf clover', 'king nothing', 'fade to black', 'i disappear', 'turn the page', 'sad but true', 'one', 'nothing else matters', 'enter sandman']",enter sandman,[],,0.0,11.0,"['The Rolling Stones', 'Everclear']",False,False,False,False,False,0,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10580.html
"November 28, 2004",Hp Pavilion,,"San Jose, California, United States",37.3382082,-121.8863286,Madly In Anger With The World,"['blackened', 'fuel', 'for whom the bell tolls', 'no leaf clover', 'frantic', 'the unforgiven', 'disposable heroes', 'the god that failed', 'bass solo', 'welcome home (sanitarium)', 'sad but true', 'battery']",battery,"['wherever i may roam', 'guitar solo', 'nothing else matters', 'master of puppets', 'one', 'enter sandman', 'the four horsemen', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,0,1,3,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10579.html
"November 27, 2004",Arrowhead Pond,,"Anaheim, California, United States",33.8365932,-117.9143012,Madly In Anger With The World,"['blackened', 'fuel', 'the four horsemen', 'no leaf clover', 'frantic', 'the unforgiven', 'holier than thou', 'the god that failed', 'bass solo', 'welcome home (sanitarium)', 'sad but true', 'battery']",battery,"['wherever i may roam', 'guitar solo', 'nothing else matters', 'master of puppets', 'one', 'enter sandman', 'disposable heroes', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,1,0,2,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10577.html
"November 27, 2004",Arrowhead Pond,Kroq'S Breakfast With Metallica,"Anaheim, California, United States",33.8365932,-117.9143012,,"['sad but true', 'master of puppets', 'one', 'nothing else matters', 'enter sandman']",enter sandman,[],,0.0,5.0,,False,False,False,False,False,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10578.html
"November 24, 2004",San Diego Sports Arena,,"San Diego, California, United States",32.715738,-117.1610838,Madly In Anger With The World,"['blackened', 'fuel', 'harvester of sorrow', 'no leaf clover', 'frantic', 'turn the page', 'holier than thou', 'i disappear', 'bass solo', 'welcome home (sanitarium)', 'sad but true', 'battery']",battery,"['wherever i may roam', 'guitar solo', 'nothing else matters', 'master of puppets', 'one', 'enter sandman', 'last caress', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,0,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10576.html
"November 22, 2004",The E Center,,"Salt Lake City, Utah, United States",40.7607793,-111.8910474,Madly In Anger With The World,"['blackened', 'fuel', 'the memory remains', 'no leaf clover', 'sad but true', 'the unforgiven', 'leper messiah', 'the god that failed', 'bass solo', 'fade to black', 'creeping death', 'battery']",battery,"['wherever i may roam', 'guitar solo', 'nothing else matters', 'master of puppets', 'one', 'enter sandman', 'stone cold crazy', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,0,2,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10575.html
"November 20, 2004",Sbc Center,,"San Antonio, Texas, United States",29.4241219,-98.49362819999999,Madly In Anger With The World,"['blackened', 'fuel', 'harvester of sorrow', 'wherever i may roam', 'dirty window', 'bleeding me', 'holier than thou', 'the god that failed', 'bass solo', 'welcome home (sanitarium)', 'sad but true', 'damage, inc.']","damage, inc.","['for whom the bell tolls', 'guitar solo', 'nothing else matters', 'master of puppets', 'one', 'enter sandman', 'jump in the fire', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,0,0,2,2,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10574.html
"November 17, 2004",American Airlines Center,,"Dallas, Texas, United States",32.7766642,-96.79698789999999,Madly In Anger With The World,"['blackened', 'fuel', 'the memory remains', 'no leaf clover', 'frantic', 'turn the page', 'wherever i may roam', 'the god that failed', 'bass solo', 'fade to black', 'sad but true', 'fight fire with fire']",fight fire with fire,"['i disappear', 'guitar solo', 'nothing else matters', 'master of puppets', 'one', 'enter sandman', 'disposable heroes', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,0,2,0,1,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10573.html
"November 16, 2004",Toyota Center,,"Houston, Texas, United States",29.7604267,-95.3698028,Madly In Anger With The World,"['blackened', 'fuel', 'sad but true', 'wherever i may roam', 'dirty window', 'the unforgiven', 'holier than thou', 'king nothing', 'bass solo', 'welcome home (sanitarium)', 'creeping death', 'battery']",battery,"['i disappear', 'guitar solo', 'nothing else matters', 'master of puppets', 'one', 'enter sandman', 'die, die my darling', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,0,1,2,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10572.html
"November 14, 2004",New Orleans Arena,,"New Orleans, Louisiana, United States",29.95106579999999,-90.0715323,Madly In Anger With The World,"['blackened', 'fuel', 'harvester of sorrow', 'no leaf clover', 'wherever i may roam', 'the unforgiven', 'the god that failed', 'st. anger', 'bass solo', 'fade to black', 'creeping death', 'battery']",battery,"['sad but true', 'guitar solo', 'nothing else matters', 'master of puppets', 'one', 'enter sandman', 'disposable heroes', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,0,2,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10571.html
"November 13, 2004",Gwinett Center,,"Atlanta, Georgia, United States",33.7489954,-84.3879824,Madly In Anger With The World,"['blackened', 'fuel', 'the memory remains', 'wherever i may roam', 'dirty window', 'the unforgiven', 'leper messiah', 'i disappear', 'bass solo', 'fade to black', 'master of puppets', 'fight fire with fire']",fight fire with fire,"['no leaf clover', 'guitar solo', 'nothing else matters', 'sad but true', 'one', 'enter sandman', 'the wait', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,0,2,2,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10570.html
"November 11, 2004",Gaylord Entertainment Center,,"Nashville, Tennessee, United States",36.1626638,-86.7816016,Madly In Anger With The World,"['blackened', 'fuel', 'the four horsemen', 'no leaf clover', 'frantic', 'the unforgiven', 'i disappear', 'the call of ktulu', 'bass solo', 'fade to black', 'master of puppets', 'fight fire with fire']",fight fire with fire,"['disposable heroes', 'guitar solo', 'nothing else matters', 'sad but true', 'one', 'enter sandman', 'breadfan', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,1,3,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10569.html
"November 9, 2004",Pensacola Civic Center,,"Pensacola, Florida, United States",30.42130899999999,-87.2169149,Madly In Anger With The World,"['battery', 'fuel', 'for whom the bell tolls', 'the unforgiven', 'dirty window', 'wherever i may roam', 'the call of ktulu', 'bass solo', 'welcome home (sanitarium)', 'master of puppets', 'fight fire with fire']",fight fire with fire,"['sad but true', 'guitar solo', 'nothing else matters', 'one', 'enter sandman', 'last caress', 'seek and destroy']",seek and destroy,2.0,18.0,['Godsmack'],False,True,False,False,False,0,3,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10568.html
"November 8, 2004",Jacksonville Arena,,"Jacksonville, Florida, United States",30.3321838,-81.65565099999999,Madly In Anger With The World,"['blackened', 'fuel', 'harvester of sorrow', 'no leaf clover', 'for whom the bell tolls', 'the unforgiven', 'i disappear', 'st. anger', 'bass solo', 'fade to black', 'master of puppets', 'battery']",battery,"['wherever i may roam', 'guitar solo', 'nothing else matters', 'sad but true', 'one', 'enter sandman', 'motorbreath', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,0,2,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10567.html
"November 6, 2004",Office Depot Center,,"Ft. Lauderdale, Florida, United States",26.1224386,-80.13731740000001,Madly In Anger With The World,"['blackened', 'fuel', 'the memory remains', 'wherever i may roam', 'frantic', 'turn the page', 'dirty window', 'king nothing', 'bass solo', 'welcome home (sanitarium)', 'master of puppets', 'battery']",battery,"['i disappear', 'guitar solo', 'nothing else matters', 'sad but true', 'one', 'enter sandman', 'dyers eve', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,0,0,3,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10566.html
"November 5, 2004",St. Pete Times Forum,,"Tampa, Florida, United States",27.950575,-82.4571776,Madly In Anger With The World,"['blackened', 'fuel', 'sad but true', 'no leaf clover', 'holier than thou', 'the unforgiven', 'the god that failed', 'st. anger', 'bass solo', 'fade to black', 'creeping death', 'fight fire with fire']",fight fire with fire,"['wherever i may roam', 'guitar solo', 'nothing else matters', 'master of puppets', 'one', 'enter sandman', 'disposable heroes', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,0,3,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10565.html
"October 28, 2004",John Labatt Centre,,"London, Ontario, Canada",42.9849233,-81.2452768,Madly In Anger With The World,"['blackened', 'fuel', 'harvester of sorrow', 'the four horsemen', 'leper messiah', 'turn the page', 'the god that failed', 'st. anger', 'bass solo', 'fade to black', 'sad but true', 'damage, inc.']","damage, inc.","['disposable heroes', 'guitar solo', 'nothing else matters', 'master of puppets', 'one', 'enter sandman', 'hit the lights', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,1,1,2,2,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10564.html
"October 27, 2004",Copps Coliseum,,"Hamilton, Ontario, Canada",43.2557206,-79.8711024,Madly In Anger With The World,"['battery', 'fuel', 'the memory remains', 'the thing that should not be', 'frantic', 'the unforgiven', 'holier than thou', 'whiskey in the jar', 'bass solo', 'welcome home (sanitarium)', 'master of puppets', 'fight fire with fire']",fight fire with fire,"['for whom the bell tolls', 'guitar solo', 'nothing else matters', 'sad but true', 'one', 'enter sandman', 'dyers eve', 'seek and destroy']",seek and destroy,2.0,20.0,['Godsmack'],False,True,False,False,False,0,1,4,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10563.html
