Date,Venue,Festival,City_Country,Lat,Long,Tour,Set,Last_track_Set,Encores,Last_track_Encore,Encores_Count,Set_Length,Other_Acts,Has_Guitar_Solo,Has_Bass_Solo,Has_Drum_Solo,Has_Doodle,Has_Medley,Kill_'Em_All_Count,Ride_The_Lightning_Count,Master_Of_Puppets_Count,And_Justice_For_All_Count,Metallica_Count,Load_Count,Re_Load_Count,Garage_Inc_Count,St_Anger_Count,Death_Magnetic_Count,Hardwired_To_Self_Destruct_Count,hit the lights,the four horsemen,motorbreath,jump in the fire,(anesthesia) - pulling teeth,whiplash,phantom lord,no remorse,seek and destroy,metal militia,fight fire with fire,ride the lightning,for whom the bell tolls,fade to black,trapped under ice,escape,creeping death,the call of ktulu,battery,master of puppets,the thing that should not be,welcome home (sanitarium),disposable heroes,leper messiah,orion,"damage, inc.",blackened,...and justice for all,eye of the beholder,one,the shortest straw,harvester of sorrow,the frayed ends of sanity,to live is to die,dyers eve,enter sandman,sad but true,holier than thou,the unforgiven,wherever i may roam,don't tread on me,through the never,nothing else matters,of wolf and man,the god that failed,my friend of misery,the struggle within,ain't my bitch,2x4,the house jack built,until it sleeps,king nothing,hero of the day,bleeding me,cure,poor twisted me,wasting my hate,mama said,thorn within,ronnie,the outlaw torn,fuel,the memory remains,devil's dance,the unforgiven ii,better than you,slither,carpe diem baby,bad seed,where the wild things are,prince charming,low man's lyric,attitude,fixxxer,free speech for the dumb,it's electric,sabbra cadabra,turn the page,"die, die my darling",loverman,mercyful fate medley,astronomy,whiskey in the jar,tuesday's gone,the more i see,helpless,the small hours,the wait,crash course in brain surgery,last caress / green hell,am i evil?,blitzkrieg,breadfan,the prince,stone cold crazy,so what,killing time,overkill,damage case,stone dead forever,too late too late,frantic,st.anger,some kind of monster,dirty window,invisible kid,my world,shoot me again,sweet amber,the unnamed feeling,purify,all within my hands,that was just your life,the end of the line,"broken, beat & scarred",the day that never comes,all nightmare long,cyanide,the unforgiven iii,the judas kiss,suicide & redemption,my apocalypse,hardwired,"atlas, rise!",now that we're dead,moth into flame,dream no more,halo on fire,confusion,manunkind,here comes revenge,am i savage?,murder one,spit out the bone,URL
"February 5, 1997",Mark Of The Quad Cities,,"Moline, Illinois, United States",41.5067003,-90.51513419999999,Poor Touring Me,"['overkill', 'creeping death', 'sad but true', 'the shortest straw', 'until it sleeps', 'king nothing', 'one', ""ain't my bitch"", 'bass/guitar doodle', 'nothing else matters', 'hero of the day', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['so what', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Corrosion of Conformity'],False,False,False,True,False,0,3,0,2,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10163.html
"February 4, 1997",Kiel Center,,"St. Louis, Missouri, United States",38.6270025,-90.19940419999999,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Corrosion of Conformity'],False,False,False,True,False,1,3,0,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10162.html
"February 2, 1997",Freedom Hall,,"Louisville, Kentucky, United States",38.2526647,-85.7584557,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'battery']",battery,2.0,20.0,['Corrosion of Conformity'],False,False,False,True,False,1,3,0,1,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10161.html
"February 1, 1997",The Pyramid Arena,,"Memphis, Tennessee, United States",35.1495343,-90.0489801,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'battery']",battery,2.0,20.0,['Corrosion of Conformity'],False,False,False,True,False,1,3,0,1,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10160.html
"January 31, 1997",Kemper Arena,,"Kansas City, Missouri, United States",39.0997265,-94.5785667,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'battery']",battery,2.0,20.0,['Corrosion of Conformity'],False,False,False,True,False,1,3,0,1,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10159.html
"January 29, 1997",Target Center,,"Minneapolis, Minnesota, United States",44.977753,-93.2650108,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Corrosion of Conformity'],False,False,False,True,False,1,3,0,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10158.html
"January 28, 1997",Hilton Coliseum,,"Ames, Iowa, United States",42.0307812,-93.63191309999999,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'kill/ride medley']",kill/ride medley,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Corrosion of Conformity'],False,False,False,True,True,1,3,0,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10157.html
"January 27, 1997",Shrine Auditorium,American Music Awards,"Los Angeles, California, United States",34.0522342,-118.2436849,,['king nothing'],king nothing,[],,0.0,1.0,,False,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10156.html
"January 25, 1997",Mcnichols Sports Arena,,"Denver, Colorado, United States",39.7392358,-104.990251,Poor Touring Me,"['last caress', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', ""devil's dance"", 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'kill/ride medley']",kill/ride medley,"['so what', 'master of puppets', 'enter sandman', 'breadfan', 'overkill']",overkill,2.0,20.0,['Corrosion of Conformity'],False,False,False,True,True,1,3,0,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10155.html
"January 24, 1997",Mcnichols Sports Arena,,"Denver, Colorado, United States",39.7392358,-104.990251,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Corrosion of Conformity'],False,False,False,True,False,1,3,0,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10154.html
"January 11, 1997",San Diego Sports Arena,,"San Diego, California, United States",32.715738,-117.1610838,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Korn'],False,False,False,True,False,1,3,0,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10153.html
"January 10, 1997",Thomas & Mack Center,,"Las Vegas, Nevada, United States",36.1699412,-115.1398296,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'kill/ride medley']",kill/ride medley,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Korn'],False,False,False,True,True,1,3,0,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10152.html
"January 8, 1997",Tingley Coliseum,,"Albuquerque, New Mexico, United States",35.0843859,-106.650422,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Korn'],False,False,False,True,False,1,3,0,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10151.html
"January 6, 1997",Pan American Center,,"Las Cruces, New Mexico, United States",32.3199396,-106.7636538,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Korn'],False,False,False,True,False,1,3,0,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10150.html
"January 5, 1997",America West Arena,,"Phoenix, Arizona, United States",33.4483771,-112.0740373,Poor Touring Me,"['last caress', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', ""devil's dance"", 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['so what', 'master of puppets', 'enter sandman', 'breadfan', 'overkill']",overkill,2.0,20.0,['Korn'],False,False,False,True,False,1,3,0,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10149.html
"January 4, 1997",America West Arena,,"Phoenix, Arizona, United States",33.4483771,-112.0740373,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'kill/ride medley']",kill/ride medley,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Korn'],False,False,False,True,True,1,3,0,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10148.html
"January 2, 1997",Delta Center,,"Salt Lake City, Utah, United States",40.7607793,-111.8910474,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Korn'],False,False,False,True,False,1,3,0,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10147.html
"December 31, 1996",San Jose Arena,,"San Jose, California, United States",37.3382082,-121.8863286,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', ""devil's dance"", 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'breadfan', 'overkill']",overkill,2.0,20.0,['Korn'],False,False,False,True,False,1,3,0,1,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10146.html
"December 30, 1996",Cow Palace,,"San Francisco, California, United States",37.7749295,-122.4194155,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'bleeding me', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'kill/ride medley']",kill/ride medley,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,21.0,['Korn'],False,False,False,True,True,1,3,0,1,3,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10145.html
"December 29, 1996",Arco Arena,,"Sacramento, California, United States",38.5815719,-121.4943996,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Korn'],False,False,False,True,False,1,3,0,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10144.html
"December 21, 1996",Great Western Forum,,"Los Angeles, California, United States",34.0522342,-118.2436849,Poor Touring Me,"['last caress', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'bleeding me', 'king nothing', 'one', ""devil's dance"", 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'kill/ride medley']",kill/ride medley,"['so what', 'master of puppets', 'enter sandman', 'breadfan', 'overkill']",overkill,2.0,21.0,['Korn'],False,False,False,True,True,1,3,0,1,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10143.html
"December 20, 1996",Great Western Forum,,"Los Angeles, California, United States",34.0522342,-118.2436849,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Korn'],False,False,False,True,False,1,3,0,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10142.html
"December 19, 1996",Selland Arena,,"Fresno, California, United States",36.7377981,-119.7871247,Poor Touring Me,"['so what', 'creeping death', 'sad but true', ""ain't my bitch"", 'whiplash', 'king nothing', 'one', 'wasting my hate', 'bass/guitar doodle', 'nothing else matters', 'until it sleeps', 'for whom the bell tolls', 'wherever i may roam', 'fade to black', 'seek and destroy']",seek and destroy,"['last caress', 'master of puppets', 'enter sandman', 'am i evil?', 'motorbreath']",motorbreath,2.0,20.0,['Korn'],False,False,False,True,False,1,3,0,1,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.metallica.com/events/event-10141.html
