Date,Venue,City_Country,Tour,Set,Encores,Encores_Count,Set_Length,Other_Acts,URL
"April 4, 1986",Joe Louis Arena,"Detroit, Michigan, United States","Damage, Inc.","['Battery', 'Master of Puppets', 'For Whom the Bell Tolls', 'Ride the Lightning', 'Welcome Home (Sanitarium)', 'Seek and Destroy', 'Creeping Death']","['Am I Evil?', 'Damage, Inc.']",1.0,9.0,['Ozzy Osbourne'],https://www.metallica.com/events/event-9335.html
"April 2, 1986",Kiel Auditorium,"St. Louis, Missouri, United States","Damage, Inc.","['Battery', 'Master of Puppets', 'For Whom the Bell Tolls', 'Ride the Lightning', 'Welcome Home (Sanitarium)', 'Seek and Destroy', 'Creeping Death']","['Am I Evil?', 'Damage, Inc.']",1.0,9.0,['Ozzy Osbourne'],https://www.metallica.com/events/event-9334.html
"April 1, 1986",Kemper Arena,"Kansas City, Missouri, United States","Damage, Inc.","['Battery', 'Master of Puppets', 'For Whom the Bell Tolls', 'Ride the Lightning', 'Welcome Home (Sanitarium)', 'Seek and Destroy', 'Creeping Death']","['Am I Evil?', 'Damage, Inc.']",1.0,9.0,['Ozzy Osbourne'],https://www.metallica.com/events/event-9333.html
"March 29, 1986",Fairgrounds Arena,"Oklahoma City, Oklahoma, United States","Damage, Inc.","['Battery', 'Master of Puppets', 'For Whom the Bell Tolls', 'Ride the Lightning', 'Welcome Home (Sanitarium)', 'Seek and Destroy', 'Creeping Death']","['Am I Evil?', 'Damage, Inc.']",1.0,9.0,['Ozzy Osbourne'],https://www.metallica.com/events/event-9332.html
"March 27, 1986",Kansas Coliseum,"Wichita, Kansas, United States","Damage, Inc.","['Battery', 'Master of Puppets', 'Seek and Destroy', 'Welcome Home (Sanitarium)', 'For Whom the Bell Tolls', 'Ride the Lightning', 'Creeping Death']","['Am I Evil?', 'Damage, Inc.']",1.0,9.0,['Ozzy Osbourne'],https://www.metallica.com/events/event-9331.html
"December 31, 1985",Civic Center,"San Francisco, California, United States",,"['Creeping Death', 'Ride the Lightning', 'No Remorse', 'Master of Puppets', 'For Whom the Bell Tolls', 'The Four Horsemen', 'Disposable Heroes', 'Fight Fire with Fire', 'Seek and Destroy', 'Whiplash']","['Am I Evil?', 'Motorbreath', 'Blitzkrieg']",2.0,13.0,"['Exodus', 'Megadeth', 'Metal Church']",https://www.metallica.com/events/event-9330.html
"December 29, 1985",Memorial Auditorium,"Sacramento, California, United States",,"['Fight Fire with Fire', 'Creeping Death', 'Ride the Lightning', 'For Whom the Bell Tolls', 'The Four Horsemen', 'Fade to Black', 'Seek and Destroy', 'Whiplash']","['Am I Evil?', 'Motorbreath']",1.0,10.0,['Y&T'],https://www.metallica.com/events/event-9329.html
"September 14, 1985",Metal Hammer Festival @ Freilichtbühne Loreley,"St. Goarshausen, Germany",,"['Creeping Death', 'Ride the Lightning', 'Disposable Heroes', 'No Remorse', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'The Four Horsemen', 'Fade to Black', 'Seek and Destroy', 'Whiplash']","['Fight Fire with Fire', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,14.0,"['Venom', 'Nazareth', 'Wishbone Ash', 'Warlock', 'Heavy Pettin', 'Pretty Maids', 'Running Wild', 'Restless', 'Savage Grace', 'Tyran Pace']",https://www.metallica.com/events/event-9328.html
"August 31, 1985",Day On The Green @ Oakland Stadium,"Oakland, California, United States",,"['Creeping Death', 'Ride the Lightning', 'For Whom the Bell Tolls', 'The Four Horsemen', 'Fade to Black', 'Seek and Destroy', 'Whiplash']","['Am I Evil?', 'Motorbreath']",1.0,9.0,"['Scorpions', 'RATT', 'Y&T', ""Yngwie Malmsteen's Rising Force"", 'Victory']",https://www.metallica.com/events/event-9327.html
"August 24, 1985",Ruthies Inn,"San Francisco, California, United States",,"['Creeping Death', 'Ride the Lightning', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Money Will Roll Right In', 'London Dungeon', 'Blitzkrieg', 'Whiplash']","['Am I Evil?', 'Motorbreath', 'Phantom Lord', 'Seek and Destroy', 'Fight Fire with Fire']",2.0,14.0,,https://www.metallica.com/events/event-9326.html
"August 17, 1985",Monsters Of Rock @ Donington Park,"Castle Donington, England",,"['Creeping Death', 'Ride the Lightning', 'For Whom the Bell Tolls', 'The Four Horsemen', 'Fade to Black', 'Seek and Destroy', 'Whiplash']","['Am I Evil?', 'Motorbreath']",1.0,9.0,"['ZZ Top', 'Marillion', 'Bon Jovi', 'RATT', 'Magnum', 'Tommy Vance']",https://www.metallica.com/events/event-12367.html
"March 19, 1985",Starry Night,"Portland, Oregon, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']","['The Money Will Roll Right In', 'Creeping Death']",1.0,12.0,['Armored Saint'],https://www.metallica.com/events/event-9325.html
"March 18, 1985",New York Theatre,"Vancouver, British Columbia, Canada",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,14.0,['Armored Saint'],https://www.metallica.com/events/event-9324.html
"March 17, 1985",Moore Theater,"Seattle, Washington, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash', 'Creeping Death', 'Am I Evil?', 'Motorbreath']",[],0.0,13.0,['Armored Saint'],https://www.metallica.com/events/event-9323.html
"March 15, 1985",Kabuki Theater,"San Francisco, California, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,14.0,['Armored Saint'],https://www.metallica.com/events/event-9322.html
"March 14, 1985",Kabuki Theater,"San Francisco, California, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,14.0,['Armored Saint'],https://www.metallica.com/events/event-9321.html
"March 13, 1985",Keystone,"Palo Alto, California, United States",Ride the Lightning,,,,,['Armored Saint'],https://www.metallica.com/events/event-9320.html
"March 11, 1985",Palace West,"Phoenix, Arizona, United States",Ride the Lightning,,,,,,https://www.metallica.com/events/event-9319.html
"March 10, 1985",Hollywood Palladium,"Los Angeles, California, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,13.0,['Armored Saint'],https://www.metallica.com/events/event-9318.html
"March 9, 1985",The Backdoor,"San Diego, California, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']",['Creeping Death'],1.0,10.0,['Armored Saint'],https://www.metallica.com/events/event-9317.html
"March 5, 1985",Rainbow Music Hall,"Denver, Colorado, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,13.0,['Armored Saint'],https://www.metallica.com/events/event-9316.html
"March 4, 1985",Dj'S,"Colorado Springs, Colorado, United States",Ride the Lightning,,,,,['Armored Saint'],https://www.metallica.com/events/event-9315.html
"March 3, 1985",Graham Central Station,"Albuquerque, New Mexico, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,14.0,['Armored Saint'],https://www.metallica.com/events/event-9314.html
"March 2, 1985",The Big Apple Night Club,"El Paso, Texas, United States",Ride the Lightning,,,,,['Armored Saint'],https://www.metallica.com/events/event-9313.html
"February 28, 1985",Cardi'S,"Houston, Texas, United States",Ride the Lightning,,,,,['Armored Saint'],https://www.metallica.com/events/event-9312.html
"February 27, 1985",Arcadia,"Dallas, Texas, United States",Ride the Lightning,,,,,['Armored Saint'],https://www.metallica.com/events/event-9311.html
"February 26, 1985",Cardi'S,"Houston, Texas, United States",Ride the Lightning,,,,,['Armored Saint'],https://www.metallica.com/events/event-9310.html
"February 25, 1985",Cameo Theater,"San Antonio, Texas, United States",Ride the Lightning,,,,,['Armored Saint'],https://www.metallica.com/events/event-9309.html
"February 22, 1985",Ritz Music Hall,"Corpus Christi, Texas, United States",Ride the Lightning,,,,,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9308.html
"February 21, 1985",City Coliseum,"Austin, Texas, United States",Ride the Lightning,,,,,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9307.html
"February 20, 1985",Cain'S Ballroom,"Tulsa, Oklahoma, United States",Ride the Lightning,,,,,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9306.html
"February 17, 1985",Cotillion,"Wichita, Kansas, United States",Ride the Lightning,,,,,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9305.html
"February 16, 1985",Uptown Theater,"Kansas City, Missouri, United States",Ride the Lightning,,,,,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9304.html
"February 15, 1985",Reflections,"St. Louis, Missouri, United States",Ride the Lightning,,,,,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9303.html
"February 14, 1985",Burlington Memorial Auditorium,"Burlington, Iowa, United States",Ride the Lightning,,,,,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9302.html
"February 13, 1985",Veterans Memorial Coliseum,"Cedar Rapids, Iowa, United States",Ride the Lightning,,,,,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9301.html
"February 10, 1985",Carlton West,"Green Bay, Wisconsin, United States",Ride the Lightning,,,,,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9300.html
"February 9, 1985",Aragon Ballroom,"Chicago, Illinois, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,14.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9299.html
"February 8, 1985",Eagles Ballroom,"Milwaukee, Wisconsin, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'Fade to Black', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,14.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9298.html
"February 6, 1985",First Avenue,"Minneapolis, Minnesota, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,13.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9296.html
"February 5, 1985",Headliners,"Madison, Wisconsin, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,13.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9295.html
"February 3, 1985",State Theatre,"Kalamazoo, Michigan, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,13.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9294.html
"February 2, 1985",Variety Theatre,"Cleveland, Ohio, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath', 'Metal Militia']",2.0,14.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9297.html
"February 1, 1985",Royal Oak Music Theatre,"Detroit, Michigan, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,13.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9293.html
"January 30, 1985",Sherwood Country Club,"Indianapolis, Indiana, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,14.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9292.html
"January 29, 1985",Annie'S Riverside Saloon,"Cincinnati, Ohio, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,14.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9291.html
"January 28, 1985",Newport Music Hall,"Columbus, Ohio, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,14.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9290.html
"January 27, 1985",L'Amour,"Brooklyn, New York, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,14.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9289.html
"January 26, 1985",L'Amour,"Brooklyn, New York, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Motorbreath']",1.0,13.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9288.html
"January 25, 1985",L'Amour,"Brooklyn, New York, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Metal Militia']",1.0,13.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9287.html
"January 23, 1985",Mid-Hudson Civic Center,"Poughkeepsie, New York, United States",Ride the Lightning,,,,,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9286.html
"January 22, 1985",West Side Theatre,"Scranton, Pennsylvania, United States",Ride the Lightning,,,,,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9285.html
"January 20, 1985",Salty Dog,"Buffalo, New York, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,13.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9284.html
"January 19, 1985",Concert Hall,"Toronto, Ontario, Canada",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Am I Evil?', 'Motorbreath']",1.0,13.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9283.html
"January 18, 1985",Ottawa Civic Centre Salons,"Ottawa, Ontario, Canada",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",['Creeping Death'],1.0,10.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9282.html
"January 17, 1985",Salle Albert Rousseau,"Quebec City, Quebec, Canada",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",['Creeping Death'],1.0,10.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9281.html
"January 16, 1985",Spectrum,"Montreal, Quebec, Canada",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",['Creeping Death'],1.0,10.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9280.html
"January 15, 1985",Spectrum,"Montreal, Quebec, Canada",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",['Creeping Death'],1.0,10.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9279.html
"January 13, 1985",Coast To Coast,"Baltimore, Maryland, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Metal Militia']",1.0,13.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9278.html
"January 12, 1985",Tower Theatre,"Philadelphia, Pennsylvania, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",['Creeping Death'],1.0,10.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9277.html
"January 11, 1985",Agora,"Hartford, Connecticut, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",['Creeping Death'],1.0,11.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9276.html
"January 10, 1985",Skyway Club,"Scotia, New York, United States",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']",['Creeping Death'],1.0,11.0,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9275.html
"January 9, 1985",The Channel,"Boston, Massachusetts, United States",Ride the Lightning,,,,,"['W.A.S.P.', 'Armored Saint']",https://www.metallica.com/events/event-9274.html
"December 20, 1984",Lyceum,"London, England",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Am I Evil?', 'Motorbreath']",2.0,15.0,"['Tank', 'Bernie Tomie']",https://www.metallica.com/events/event-12366.html
"December 16, 1984",Kulttuuritalo,"Helsinki, Finland",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Blitzkrieg', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Motorbreath']",2.0,15.0,['Tank'],https://www.metallica.com/events/event-9273.html
"December 15, 1984",Tuiskula,"Nivala, Finland",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Blitzkrieg', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Motorbreath']",2.0,15.0,['Tank'],https://www.metallica.com/events/event-9272.html
"December 14, 1984",Travashovi,"Lieto, Finland",Ride the Lightning,,,,,['Tank'],https://www.metallica.com/events/event-9271.html
"December 12, 1984",Göta Lejon,"Stockholm, Sweden",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Blitzkrieg', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Motorbreath']",2.0,15.0,['Tank'],https://www.metallica.com/events/event-9270.html
"December 11, 1984",Saga,"Copenhagen, Denmark",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Blitzkrieg']",2.0,14.0,['Tank'],https://www.metallica.com/events/event-9269.html
"December 9, 1984",Markthalle,"Hamburg, Germany",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash', 'Creeping Death', 'Guitar Solo', 'Metal Militia']",[],0.0,13.0,['Tank'],https://www.metallica.com/events/event-9268.html
"December 8, 1984",Halle Gartlage,"Osnabrück, Germany",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Motorbreath']",2.0,14.0,['Tank'],https://www.metallica.com/events/event-12365.html
"December 7, 1984",Paradiso,"Amsterdam, Netherlands",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Motorbreath']",2.0,14.0,['Tank'],https://www.metallica.com/events/event-9267.html
"December 5, 1984",Stadthalle Mülheim,"Cologne, Germany",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Metal Militia']",1.0,13.0,['Tank'],https://www.metallica.com/events/event-9266.html
"December 4, 1984",Ausstellungshalle,"Sindelfingen, Germany",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Metal Militia']",1.0,13.0,['Tank'],https://www.metallica.com/events/event-9265.html
"December 3, 1984",Kulturhaus,"Mannheim, Germany",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Metal Militia', 'Motorbreath']",2.0,14.0,['Tank'],https://www.metallica.com/events/event-9264.html
"December 2, 1984",Hemmerleinhalle,"Nuremberg, Germany",Ride the Lightning,"['Fight Fire with Fire', 'Ride the Lightning', 'Phantom Lord', 'The Four Horsemen', '(Anesthesia) - Pulling Teeth', 'For Whom the Bell Tolls', 'No Remorse', 'The Call of Ktulu', 'Seek and Destroy', 'Whiplash']","['Creeping Death', 'Guitar Solo', 'Metal Militia']",1.0,13.0,['Tank'],https://www.metallica.com/events/event-9263.html
