Date,Venue,City_Country,Tour,Set,Encores,Encores_Count,Set_Length,Other_Acts,URL
"May 28, 2008",Slaski Stadium,"Chorzów, Poland",European Vacation,"['Creeping Death', 'For Whom the Bell Tolls', 'Ride the Lightning', 'Harvester of Sorrow', 'The Unforgiven', '...And Justice for All', ""Devil's Dance"", 'Disposable Heroes', 'Welcome Home (Sanitarium)', 'Master of Puppets', 'Whiplash', 'Nothing Else Matters', 'Sad But True', 'One', 'Enter Sandman']","['Last Caress', 'So What', 'Seek and Destroy']",1.0,18.0,"['Machine Head', 'Mnemic']",https://www.metallica.com/events/event-10613.html
"May 17, 2008",Kroq Weenie Roast @ Verizon Wireless Amphitheatre,"Irvine, California, United States",,"['Creeping Death', 'Fuel', 'For Whom the Bell Tolls', 'The Unforgiven', 'Wherever I May Roam', 'Harvester of Sorrow', 'The Memory Remains', 'Fade to Black', 'Master of Puppets', 'Battery', 'Sad But True', 'One', 'Enter Sandman']","['So What', 'Seek and Destroy']",1.0,15.0,"['The Offspring', 'The Raconteurs', 'Rise Against', 'Bad Religion', 'Pennywise', 'Scars on Broadway', 'Seether', 'Flogging Molly', 'Atreyu']",https://www.metallica.com/events/event-10612.html
"May 16, 2008",Kfma Day @ Pima County Fairgrounds,"Tucson, Arizona, United States",,"['Creeping Death', 'Fuel', 'For Whom the Bell Tolls', 'The Unforgiven', '...And Justice for All', 'Sad But True', 'The Memory Remains', 'Fade to Black', 'Master of Puppets', 'Battery', 'Wherever I May Roam', 'One', 'Enter Sandman']","['The Four Horsemen', 'Seek and Destroy']",1.0,15.0,"['Scars on Broadway', 'Apocalyptics', 'Flobots']",https://www.metallica.com/events/event-10611.html
"May 14, 2008",The Wiltern,"Los Angeles, California, United States",,"['Creeping Death', 'Fuel', 'For Whom the Bell Tolls', 'Welcome Home (Sanitarium)', '...And Justice for All', 'Sad But True', 'Disposable Heroes', 'One', 'Master of Puppets', 'Battery', 'Last Caress', 'No Remorse', 'Enter Sandman']","['Fight Fire with Fire', 'Seek and Destroy']",1.0,15.0,['Scars on Broadway'],https://www.metallica.com/events/event-10610.html
"October 28, 2007",Bridge School Benefit @ Shoreline Amphitheater,"Mountain View, California, United States",,"['I Just Want to Celebrate', ""Please Don't Judas Me"", 'Veteran of the Psychic Wars', 'Brothers in Arms', 'Disposable Heroes', 'All Within My Hands', 'The Unforgiven', 'Nothing Else Matters']",[],0.0,8.0,"['Neil Young', 'Tom Waits with Kronos Quartet', 'My Morning Jacket', 'Tegan and Sara', 'Jerry Lee Lewis', 'John Mayer', 'Regina Spektor']",https://www.metallica.com/events/event-10609.html
"October 27, 2007",Bridge School Benefit @ Shoreline Amphitheater,"Mountain View, California, United States",,"['I Just Want to Celebrate', ""Please Don't Judas Me"", 'Only Happy When It Rains', 'Brothers in Arms', 'Disposable Heroes', 'All Within My Hands', 'Turn the Page', 'Nothing Else Matters']",[],0.0,8.0,"['Neil Young', 'Tom Waits with Kronos Quartet', 'My Morning Jacket', 'Tegan and Sara', 'Jerry Lee Lewis', 'John Mayer', 'Regina Spektor']",https://www.metallica.com/events/event-10608.html
"July 17, 2007",Luzhniki Stadium,"Moscow, Russia",Sick of the Studio '07,"['Creeping Death', 'Fuel', 'Wherever I May Roam', 'For Whom the Bell Tolls', 'Welcome Home (Sanitarium)', '...And Justice for All', 'The Memory Remains', 'Disposable Heroes', 'Orion', 'Fade to Black', 'Master of Puppets', 'Battery']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'The Four Horsemen', 'Seek and Destroy']",2.0,18.0,['H.I.M.'],https://www.metallica.com/events/event-10607.html
"July 15, 2007",Olympic Stadium,"Helsinki, Finland",Sick of the Studio '07,"['Creeping Death', 'The Four Horsemen', 'Ride the Lightning', 'Disposable Heroes', 'The Unforgiven', '...And Justice for All', 'The Memory Remains', 'No Leaf Clover', 'Orion', 'Fade to Black', 'Master of Puppets', 'Whiplash']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Am I Evil?', 'Seek and Destroy']",2.0,18.0,"['H.I.M.', 'Apocalyptica']",https://www.metallica.com/events/event-10606.html
"July 13, 2007",Vestereng,"Aarhus, Denmark",Sick of the Studio '07,"['Creeping Death', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Disposable Heroes', 'Welcome Home (Sanitarium)', '...And Justice for All', 'The Memory Remains', 'No Leaf Clover', 'Orion', 'Fade to Black', 'Master of Puppets', 'Battery']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Whiplash', 'Seek and Destroy']",2.0,18.0,"['Volbeat', 'Mnemic']",https://www.metallica.com/events/event-10605.html
"July 12, 2007",Stockholm Stadion,"Stockholm, Sweden",Sick of the Studio '07,"['Creeping Death', 'For Whom the Bell Tolls', 'Ride the Lightning', 'Disposable Heroes', 'The Unforgiven', '...And Justice for All', 'The Memory Remains', 'No Leaf Clover', 'Orion', 'Fade to Black', 'Master of Puppets', 'Whiplash']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'The Four Horsemen', 'Seek and Destroy']",2.0,18.0,"['H.I.M.', 'Apocalyptica']",https://www.metallica.com/events/event-10604.html
"July 10, 2007",Valle Hovin,"Oslo, Norway",Sick of the Studio '07,"['Creeping Death', 'Fuel', 'Wherever I May Roam', 'Disposable Heroes', 'Welcome Home (Sanitarium)', '...And Justice for All', 'The Memory Remains', 'No Leaf Clover', 'Orion', 'Fade to Black', 'Master of Puppets', 'Battery']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Whiplash', 'Seek and Destroy']",2.0,18.0,"['H.I.M.', 'Turbonegro']",https://www.metallica.com/events/event-10603.html
"July 8, 2007",Wembley Stadium,"London, England",Sick of the Studio '07,"['Creeping Death', 'For Whom the Bell Tolls', 'Sad But True', 'Disposable Heroes', 'The Unforgiven', '...And Justice for All', 'The Memory Remains', 'The Four Horsemen', 'Orion', 'Fade to Black', 'Master of Puppets', 'Battery']","['No Leaf Clover', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Whiplash', 'Seek and Destroy']",2.0,18.0,"['H.I.M.', 'Machine Head', 'Mastodon']",https://www.metallica.com/events/event-12467.html
"July 7, 2007",Live Earth @ Wembley Stadium,"London, England",Sick of the Studio '07,"['Sad But True', 'Nothing Else Matters', 'Enter Sandman']",[],0.0,3.0,"['Madonna', 'Foo Fighters', 'Pussycat Dolls', 'Beastie Boys', 'James Blunt', 'Spinal Tap', 'Keane', 'Terra Naomi', 'Corinne Bailey Rae', 'Bloc Party', 'Red Hot Chili Peppers', 'Duran Duran', 'John Legend', 'The Black Eyed Peas', 'Paolo Nutini', 'Kasabian', 'Damien Rice & David Gray', 'Snow Patrol', 'Razorlight', 'Genesis', 'SOS Allstars']",https://www.metallica.com/events/event-12466.html
"July 5, 2007",Rotundenplatz,"Vienna, Austria",Sick of the Studio '07,"['Creeping Death', 'For Whom the Bell Tolls', 'Ride the Lightning', 'Disposable Heroes', 'Welcome Home (Sanitarium)', '...And Justice for All', 'The Memory Remains', 'The Four Horsemen', 'Orion', 'Fade to Black', 'Master of Puppets', 'Whiplash']","['Wherever I May Roam', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Stone Cold Crazy', 'Seek and Destroy']",2.0,18.0,"['Heaven & Hell', 'Bullet for My Valentine']",https://www.metallica.com/events/event-10602.html
"July 3, 2007",Rockwave Festival @ Terra Vibe Park,"Athens, Greece",Sick of the Studio '07,"['Creeping Death', 'Fuel', 'Wherever I May Roam', 'For Whom the Bell Tolls', 'Welcome Home (Sanitarium)', '...And Justice for All', 'The Memory Remains', 'Disposable Heroes', 'Orion', 'Fade to Black', 'Master of Puppets', 'Battery']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Whiplash', 'Seek and Destroy']",2.0,18.0,"['Mastodon', 'My Dying Bride', 'Dirt Spawn Disease']",https://www.metallica.com/events/event-10601.html
"July 1, 2007",Rock Werchter @ Werchterpark,"Werchter, Belgium",Sick of the Studio '07,"['Creeping Death', 'For Whom the Bell Tolls', 'Ride the Lightning', 'Disposable Heroes', 'Welcome Home (Sanitarium)', '...And Justice for All', 'The Memory Remains', 'The Four Horsemen', 'Orion', 'Fade to Black', 'Master of Puppets', 'Whiplash']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Last Caress', 'Seek and Destroy']",2.0,18.0,"['Incubus', 'Interpol', 'The Kooks', 'Mastodon']",https://www.metallica.com/events/event-10600.html
"June 29, 2007",Bilbao Bbk Live @ Mount Cobetas Open Air,"Bilbao, Spain",Sick of the Studio '07,"['Creeping Death', 'For Whom the Bell Tolls', 'The Four Horsemen', 'The Memory Remains', 'The Unforgiven', 'Battery', 'Master of Puppets', 'The Thing That Should Not Be', 'Welcome Home (Sanitarium)', 'Disposable Heroes', 'Leper Messiah', 'Orion', 'Damage, Inc.']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'The Other New Song', 'Seek and Destroy']",2.0,19.0,"['The (Int) Noise Conspiracy', 'Zico Chain', 'Biok']",https://www.metallica.com/events/event-10599.html
"June 28, 2007",Super Bock Super Rock @ Parque Do Tejo,"Lisbon, Portugal",Sick of the Studio '07,"['Creeping Death', 'For Whom the Bell Tolls', 'Ride the Lightning', 'Disposable Heroes', 'The Unforgiven', '...And Justice for All', 'The Memory Remains', 'The Four Horsemen', 'Orion', 'Fade to Black', 'Master of Puppets', 'Battery']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Am I Evil?', 'Seek and Destroy']",2.0,18.0,"['Joe Satriani', 'Stone Sour', 'Mastodon', 'The Blood Brothers', 'More Than a Thousand', 'Men Eater']",https://www.metallica.com/events/event-10598.html
"August 15, 2006",Olympic Stadium,"Seoul, South Korea",Escape from the Studio '06,"['Creeping Death', 'Fuel', 'Wherever I May Roam', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'Frantic', 'The Unforgiven', 'For Whom the Bell Tolls', 'Orion', 'Master of Puppets', 'Fade to Black', 'Battery']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'The Other New Song', 'Seek and Destroy']",2.0,18.0,['Tool'],https://www.metallica.com/events/event-10597.html
"August 13, 2006",Summer Sonic @ Wtc Open Air Stadium,"Osaka, Japan",Escape from the Studio '06,"['Creeping Death', 'Fuel', 'Wherever I May Roam', 'For Whom the Bell Tolls', 'The Unforgiven', 'Battery', 'Master of Puppets', 'The Thing That Should Not Be', 'Welcome Home (Sanitarium)', 'Disposable Heroes', 'Leper Messiah', 'Orion', 'Damage, Inc.']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'The Other New Song', 'Seek and Destroy']",2.0,19.0,"['Deftones', 'Hoobastank', 'Zebrahead', 'Avenged Sevenfold', 'Taking Back Sunday', 'Stone Sour', 'Hawthorne Heights']",https://www.metallica.com/events/event-10596.html
"August 12, 2006",Summer Sonic @ Chiba Marine Stadium,"Tokyo, Japan",Escape from the Studio '06,"['Creeping Death', 'Fuel', 'Wherever I May Roam', 'The God That Failed', 'Fade to Black', 'Battery', 'Master of Puppets', 'The Thing That Should Not Be', 'Welcome Home (Sanitarium)', 'Disposable Heroes', 'Leper Messiah', 'Orion', 'Damage, Inc.']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'The Other New Song', 'Seek and Destroy']",2.0,19.0,"['Deftones', 'Hoobastank', 'Zebrahead', 'Avenged Sevenfold', 'Taking Back Sunday', 'Stone Sour', 'Hawthorne Heights']",https://www.metallica.com/events/event-10595.html
"June 17, 2006",Heineken Jammin Festival @ Autodromo Internazionale Enzo E Dino Ferrari,"Imola, Italy",Escape from the Studio '06,"['Creeping Death', 'Fuel', 'Wherever I May Roam', 'The New Song', 'The Unforgiven', 'Battery', 'Master of Puppets', 'The Thing That Should Not Be', 'Welcome Home (Sanitarium)', 'Disposable Heroes', 'Leper Messiah', 'Orion', 'Damage, Inc.']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Last Caress', 'Seek and Destroy']",2.0,19.0,"['The Darkness', 'Avenged Sevenfold', 'Lacuna Coil', 'Living Things', 'Trivium']",https://www.metallica.com/events/event-10594.html
"June 15, 2006",Nova Rock @ Pannonia Fields Ii,"Nickelsdorf, Austria",Escape from the Studio '06,"['Creeping Death', 'Fuel', 'Wherever I May Roam', 'For Whom the Bell Tolls', 'The Unforgiven', 'Battery', 'Master of Puppets', 'The Thing That Should Not Be', 'Welcome Home (Sanitarium)', 'Disposable Heroes', 'Leper Messiah', 'Orion', 'Damage, Inc.']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Damage Case', 'Seek and Destroy']",2.0,19.0,"['Motörhead', 'Alice in Chains', 'Alter Bridge', 'Avenged Sevenfold', 'Stone Sour', 'Bullet for My Valentine', 'Trivium', 'Bloodsimple', 'Unhellig']",https://www.metallica.com/events/event-10593.html
"June 13, 2006",Tallinn Song Festival Grounds,"Tallinn, Estonia",Escape from the Studio '06,"['Creeping Death', 'Fuel', 'Wherever I May Roam', 'For Whom the Bell Tolls', 'Fade to Black', 'Battery', 'Master of Puppets', 'The Thing That Should Not Be', 'Welcome Home (Sanitarium)', 'Disposable Heroes', 'Leper Messiah', 'Orion', 'Damage, Inc.']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'So What', 'Seek and Destroy']",2.0,19.0,"['Bullet for My Valentine', 'Tanle Padar & the Sun', 'Pedigree']",https://www.metallica.com/events/event-10592.html
"June 11, 2006",Download Festival @ Rds Arena,"Dublin, Ireland",Escape from the Studio '06,"['Creeping Death', 'Fuel', 'Wherever I May Roam', 'The God That Failed', 'The Unforgiven', 'Battery', 'Master of Puppets', 'The Thing That Should Not Be', 'Welcome Home (Sanitarium)', 'Disposable Heroes', 'Leper Messiah', 'Orion', 'Damage, Inc.']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Whiskey in the Jar', 'Seek and Destroy']",2.0,19.0,"['Korn', 'Avenged Sevenfold']",https://www.metallica.com/events/event-10591.html
"June 10, 2006",Download Festival @ Donington Park,"Castle Donington, England",Escape from the Studio '06,"['Creeping Death', 'Fuel', 'Wherever I May Roam', 'The New Song', 'The Unforgiven', 'Battery', 'Master of Puppets', 'The Thing That Should Not Be', 'Welcome Home (Sanitarium)', 'Disposable Heroes', 'Leper Messiah', 'Orion', 'Damage, Inc.']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Die, Die My Darling', 'Seek and Destroy']",2.0,19.0,"['Korn', 'Trivium', 'Avenged Sevenfold', 'Stone Sour', 'Alice in Chains', 'Arch Enemy', 'Bloodsimple', 'Satyricon']",https://www.metallica.com/events/event-12465.html
"June 8, 2006",Gelredome,"Arnhem, Netherlands",Escape from the Studio '06,"['Motorbreath', 'Fuel', 'Wherever I May Roam', 'The New Song', 'The Unforgiven', 'Battery', 'Master of Puppets', 'The Thing That Should Not Be', 'Welcome Home (Sanitarium)', 'Disposable Heroes', 'Leper Messiah', 'Orion', 'Damage, Inc.']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Die, Die My Darling', 'Seek and Destroy']",2.0,19.0,"['Avenged Sevenfold', 'Bullet for My Valentine', 'Trivium']",https://www.metallica.com/events/event-10590.html
"June 6, 2006",Waldbühne,"Berlin, Germany",Escape from the Studio '06,"['Motorbreath', 'Fuel', 'Wherever I May Roam', 'The New Song', 'The Unforgiven', 'Battery', 'Master of Puppets', 'The Thing That Should Not Be', 'Welcome Home (Sanitarium)', 'Disposable Heroes', 'Leper Messiah', 'Orion', 'Damage, Inc.']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Commando', 'Seek and Destroy']",2.0,19.0,['Avenged Sevenfold'],https://www.metallica.com/events/event-10589.html
"June 4, 2006",Rock Im Park @ Zeppelinfeld,"Nuremberg, Germany",Escape from the Studio '06,"['Creeping Death', 'Fuel', 'Wherever I May Roam', 'The God That Failed', 'The Unforgiven', 'Battery', 'Master of Puppets', 'The Thing That Should Not Be', 'Welcome Home (Sanitarium)', 'Disposable Heroes', 'Leper Messiah', 'Orion', 'Damage, Inc.']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'So What', 'Seek and Destroy']",2.0,19.0,"['Reamonn', 'The Darkness', 'Bullet for My Valentine', 'Avenged Sevenfold', 'Trivium']",https://www.metallica.com/events/event-10588.html
"June 3, 2006",Rock Am Ring @ Nürburgring,"Nürburg, Germany",Escape from the Studio '06,"['Creeping Death', 'Fuel', 'Wherever I May Roam', 'For Whom the Bell Tolls', 'Fade to Black', 'Battery', 'Master of Puppets', 'The Thing That Should Not Be', 'Welcome Home (Sanitarium)', 'Disposable Heroes', 'Leper Messiah', 'Orion', 'Damage, Inc.']","['Sad But True', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Last Caress', 'Seek and Destroy']",2.0,19.0,"['Reamonn', 'The Darkness', 'Bullet for My Valentine', 'Avenged Sevenfold', 'Trivium']",https://www.metallica.com/events/event-10587.html
"March 25, 2006",Green Point Stadium,"Cape Town, South Africa",,"['Blackened', 'Fuel', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'For Whom the Bell Tolls', 'King Nothing', 'The Four Horsemen', 'Wherever I May Roam', 'Creeping Death', 'Fade to Black', 'Battery']","['Sad But True', 'Nothing Else Matters', 'Master of Puppets', 'One', 'Enter Sandman', 'Seek and Destroy']",2.0,17.0,,https://www.metallica.com/events/event-10586.html
"March 21, 2006",Absa Stadium,"Durban, South Africa",,"['Creeping Death', 'Fuel', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'For Whom the Bell Tolls', 'St. Anger', 'King Nothing', 'I Disappear', 'Wherever I May Roam', 'Fade to Black', 'Battery']","['Sad But True', 'Nothing Else Matters', 'Master of Puppets', 'One', 'Enter Sandman', 'Seek and Destroy']",2.0,17.0,,https://www.metallica.com/events/event-10585.html
"March 18, 2006",Supersport Park,"Centurion, South Africa",,"['Creeping Death', 'Fuel', 'Harvester of Sorrow', 'Welcome Home (Sanitarium)', 'For Whom the Bell Tolls', 'St. Anger', 'King Nothing', 'I Disappear', 'Wherever I May Roam', 'Fade to Black', 'Battery']","['Sad But True', 'Nothing Else Matters', 'Master of Puppets', 'One', 'Enter Sandman', 'Seek and Destroy']",2.0,17.0,,https://www.metallica.com/events/event-10584.html
"March 13, 2006",Black Sabbath'S Rock And Roll Hall Of Fame Induction @ Waldorf Astoria Hotel,"New York, New York, United States",,"['Hole in the Sky', 'Iron Man']",[],0.0,2.0,,https://www.metallica.com/events/event-10583.html
"January 25, 2006",Sundance Film Festival @ Harry O'S,"Park City, Utah, United States",,"['Creeping Death', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fuel', 'Welcome Home (Sanitarium)', 'Sad But True', 'Fade to Black', 'Master of Puppets', 'One', 'Enter Sandman']","['Last Caress', 'Battery', 'Seek and Destroy']",1.0,13.0,,https://www.metallica.com/events/event-10582.html
"November 15, 2005",Sbc Park,"San Francisco, California, United States",,"['Orion', 'Creeping Death', 'Wherever I May Roam', 'For Whom the Bell Tolls', 'The Unforgiven', 'Fuel', 'Sad But True', 'Nothing Else Matters', 'Master of Puppets', 'One', 'Enter Sandman']",[],0.0,11.0,"['The Rolling Stones', 'Everclear']",https://www.metallica.com/events/event-10581.html
"November 13, 2005",Sbc Park,"San Francisco, California, United States",,"['Orion', 'Master of Puppets', 'No Leaf Clover', 'King Nothing', 'Fade to Black', 'I Disappear', 'Turn the Page', 'Sad But True', 'One', 'Nothing Else Matters', 'Enter Sandman']",[],0.0,11.0,"['The Rolling Stones', 'Everclear']",https://www.metallica.com/events/event-10580.html
"November 28, 2004",Hp Pavilion,"San Jose, California, United States",Madly In Anger With The World,"['Blackened', 'Fuel', 'For Whom the Bell Tolls', 'No Leaf Clover', 'Frantic', 'The Unforgiven', 'Disposable Heroes', 'The God That Failed', 'Bass Solo', 'Welcome Home (Sanitarium)', 'Sad But True', 'Battery']","['Wherever I May Roam', 'Guitar Solo', 'Nothing Else Matters', 'Master of Puppets', 'One', 'Enter Sandman', 'The Four Horsemen', 'Seek and Destroy']",2.0,20.0,['Godsmack'],https://www.metallica.com/events/event-10579.html
"November 27, 2004",Arrowhead Pond,"Anaheim, California, United States",Madly In Anger With The World,"['Blackened', 'Fuel', 'The Four Horsemen', 'No Leaf Clover', 'Frantic', 'The Unforgiven', 'Holier Than Thou', 'The God That Failed', 'Bass Solo', 'Welcome Home (Sanitarium)', 'Sad But True', 'Battery']","['Wherever I May Roam', 'Guitar Solo', 'Nothing Else Matters', 'Master of Puppets', 'One', 'Enter Sandman', 'Disposable Heroes', 'Seek and Destroy']",2.0,20.0,['Godsmack'],https://www.metallica.com/events/event-10577.html
"November 27, 2004",Kroq'S Breakfast With Metallica @ Arrowhead Pond,"Anaheim, California, United States",,"['Sad But True', 'Master of Puppets', 'One', 'Nothing Else Matters', 'Enter Sandman']",[],0.0,5.0,,https://www.metallica.com/events/event-10578.html
"November 24, 2004",San Diego Sports Arena,"San Diego, California, United States",Madly In Anger With The World,"['Blackened', 'Fuel', 'Harvester of Sorrow', 'No Leaf Clover', 'Frantic', 'Turn the Page', 'Holier Than Thou', 'I Disappear', 'Bass Solo', 'Welcome Home (Sanitarium)', 'Sad But True', 'Battery']","['Wherever I May Roam', 'Guitar Solo', 'Nothing Else Matters', 'Master of Puppets', 'One', 'Enter Sandman', 'Last Caress', 'Seek and Destroy']",2.0,20.0,['Godsmack'],https://www.metallica.com/events/event-10576.html
"November 22, 2004",The E Center,"Salt Lake City, Utah, United States",Madly In Anger With The World,"['Blackened', 'Fuel', 'The Memory Remains', 'No Leaf Clover', 'Sad But True', 'The Unforgiven', 'Leper Messiah', 'The God That Failed', 'Bass Solo', 'Fade to Black', 'Creeping Death', 'Battery']","['Wherever I May Roam', 'Guitar Solo', 'Nothing Else Matters', 'Master of Puppets', 'One', 'Enter Sandman', 'Stone Cold Crazy', 'Seek and Destroy']",2.0,20.0,['Godsmack'],https://www.metallica.com/events/event-10575.html
"November 20, 2004",Sbc Center,"San Antonio, Texas, United States",Madly In Anger With The World,"['Blackened', 'Fuel', 'Harvester of Sorrow', 'Wherever I May Roam', 'Dirty Window', 'Bleeding Me', 'Holier Than Thou', 'The God That Failed', 'Bass Solo', 'Welcome Home (Sanitarium)', 'Sad But True', 'Damage, Inc.']","['For Whom the Bell Tolls', 'Guitar Solo', 'Nothing Else Matters', 'Master of Puppets', 'One', 'Enter Sandman', 'Jump in the Fire', 'Seek and Destroy']",2.0,20.0,['Godsmack'],https://www.metallica.com/events/event-10574.html
"November 17, 2004",American Airlines Center,"Dallas, Texas, United States",Madly In Anger With The World,"['Blackened', 'Fuel', 'The Memory Remains', 'No Leaf Clover', 'Frantic', 'Turn the Page', 'Wherever I May Roam', 'The God That Failed', 'Bass Solo', 'Fade to Black', 'Sad But True', 'Fight Fire with Fire']","['I Disappear', 'Guitar Solo', 'Nothing Else Matters', 'Master of Puppets', 'One', 'Enter Sandman', 'Disposable Heroes', 'Seek and Destroy']",2.0,20.0,['Godsmack'],https://www.metallica.com/events/event-10573.html
"November 16, 2004",Toyota Center,"Houston, Texas, United States",Madly In Anger With The World,"['Blackened', 'Fuel', 'Sad But True', 'Wherever I May Roam', 'Dirty Window', 'The Unforgiven', 'Holier Than Thou', 'King Nothing', 'Bass Solo', 'Welcome Home (Sanitarium)', 'Creeping Death', 'Battery']","['I Disappear', 'Guitar Solo', 'Nothing Else Matters', 'Master of Puppets', 'One', 'Enter Sandman', 'Die, Die My Darling', 'Seek and Destroy']",2.0,20.0,['Godsmack'],https://www.metallica.com/events/event-10572.html
"November 14, 2004",New Orleans Arena,"New Orleans, Louisiana, United States",Madly In Anger With The World,"['Blackened', 'Fuel', 'Harvester of Sorrow', 'No Leaf Clover', 'Wherever I May Roam', 'The Unforgiven', 'The God That Failed', 'St. Anger', 'Bass Solo', 'Fade to Black', 'Creeping Death', 'Battery']","['Sad But True', 'Guitar Solo', 'Nothing Else Matters', 'Master of Puppets', 'One', 'Enter Sandman', 'Disposable Heroes', 'Seek and Destroy']",2.0,20.0,['Godsmack'],https://www.metallica.com/events/event-10571.html
"November 13, 2004",Gwinett Center,"Atlanta, Georgia, United States",Madly In Anger With The World,"['Blackened', 'Fuel', 'The Memory Remains', 'Wherever I May Roam', 'Dirty Window', 'The Unforgiven', 'Leper Messiah', 'I Disappear', 'Bass Solo', 'Fade to Black', 'Master of Puppets', 'Fight Fire with Fire']","['No Leaf Clover', 'Guitar Solo', 'Nothing Else Matters', 'Sad But True', 'One', 'Enter Sandman', 'The Wait', 'Seek and Destroy']",2.0,20.0,['Godsmack'],https://www.metallica.com/events/event-10570.html
"November 11, 2004",Gaylord Entertainment Center,"Nashville, Tennessee, United States",Madly In Anger With The World,"['Blackened', 'Fuel', 'The Four Horsemen', 'No Leaf Clover', 'Frantic', 'The Unforgiven', 'I Disappear', 'The Call of Ktulu', 'Bass Solo', 'Fade to Black', 'Master of Puppets', 'Fight Fire with Fire']","['Disposable Heroes', 'Guitar Solo', 'Nothing Else Matters', 'Sad But True', 'One', 'Enter Sandman', 'Breadfan', 'Seek and Destroy']",2.0,20.0,['Godsmack'],https://www.metallica.com/events/event-10569.html
"November 9, 2004",Pensacola Civic Center,"Pensacola, Florida, United States",Madly In Anger With The World,"['Battery', 'Fuel', 'For Whom the Bell Tolls', 'The Unforgiven', 'Dirty Window', 'Wherever I May Roam', 'The Call of Ktulu', 'Bass Solo', 'Welcome Home (Sanitarium)', 'Master of Puppets', 'Fight Fire with Fire']","['Sad But True', 'Guitar Solo', 'Nothing Else Matters', 'One', 'Enter Sandman', 'Last Caress', 'Seek and Destroy']",2.0,18.0,['Godsmack'],https://www.metallica.com/events/event-10568.html
"November 8, 2004",Jacksonville Arena,"Jacksonville, Florida, United States",Madly In Anger With The World,"['Blackened', 'Fuel', 'Harvester of Sorrow', 'No Leaf Clover', 'For Whom the Bell Tolls', 'The Unforgiven', 'I Disappear', 'St. Anger', 'Bass Solo', 'Fade to Black', 'Master of Puppets', 'Battery']","['Wherever I May Roam', 'Guitar Solo', 'Nothing Else Matters', 'Sad But True', 'One', 'Enter Sandman', 'Motorbreath', 'Seek and Destroy']",2.0,20.0,['Godsmack'],https://www.metallica.com/events/event-10567.html
"November 6, 2004",Office Depot Center,"Ft. Lauderdale, Florida, United States",Madly In Anger With The World,"['Blackened', 'Fuel', 'The Memory Remains', 'Wherever I May Roam', 'Frantic', 'Turn the Page', 'Dirty Window', 'King Nothing', 'Bass Solo', 'Welcome Home (Sanitarium)', 'Master of Puppets', 'Battery']","['I Disappear', 'Guitar Solo', 'Nothing Else Matters', 'Sad But True', 'One', 'Enter Sandman', 'Dyers Eve', 'Seek and Destroy']",2.0,20.0,['Godsmack'],https://www.metallica.com/events/event-10566.html
"November 5, 2004",St. Pete Times Forum,"Tampa, Florida, United States",Madly In Anger With The World,"['Blackened', 'Fuel', 'Sad But True', 'No Leaf Clover', 'Holier Than Thou', 'The Unforgiven', 'The God That Failed', 'St. Anger', 'Bass Solo', 'Fade to Black', 'Creeping Death', 'Fight Fire with Fire']","['Wherever I May Roam', 'Guitar Solo', 'Nothing Else Matters', 'Master of Puppets', 'One', 'Enter Sandman', 'Disposable Heroes', 'Seek and Destroy']",2.0,20.0,['Godsmack'],https://www.metallica.com/events/event-10565.html
